AwardId,AwardedOn,AwardName,AwardAbbr,AwardSystem,ClaspLevel,ClaspText,GazetteName,GazetteGivenName,GazetteSurname,GazetteSuburb,GazetteState,GazettePostcode,AnnouncementEvent,Division,AdditionalInfo,Citation,MediaNote
2012796,01/26/2023 00:00:00 +00:00,Public Service Medal,PSM,ME,0,,Ms Sarah Jane NORRIS,Sarah Jane,NORRIS,,ACT,,Australia Day 2023 Honours List,,Commonwealth Public Service,For outstanding public service in reforming the National Medical Stockpile processes in response to the COVID-19 pandemic.,"Ms Sarah Norris, in her role as acting First Assistant Secretary, joined the National Medical Stockpile (NMS) Taskforce to manage the implementation of the Australian National Audit Office (ANAO) May 2021 review of the COVID-19 procurements and distribution of NMS items report recommendations. Ms Norris reformed the processes for disbursing items with an entirely new delivery system capable of handling volumes of items never before attempted by the Commonwealth. In January 2022, more deliveries were processed in one month than in the entire previous history of the NMS, made possible using this new delivery system. As a result of Ms Norris' work, protective resources were delivered direct from the Commonwealth to thousands of health services including every public and private hospital, all residential aged care facilities and every Aboriginal Community Controlled Health Service. Prior to Ms Norris' reforms, the Commonwealth had never made direct deliveries from the NMS before. Ms Norris also did outstanding work early in the pandemic while the Office of Health Protection (OHP) was focussed on combatting COVID-19. Ms Norris worked independently to continue other vital aspects of the OHP's work, to ensure the needs of Australians with other infectious and environmental diseases were not neglected. "
2012797,01/26/2023 00:00:00 +00:00,Public Service Medal,PSM,ME,0,,Ms Lisiane BARAO MACLEOD,Lisiane,BARAO MACLEOD,,,,Australia Day 2023 Honours List,,Commonwealth Public Service,"For outstanding public service through contribution as a technologist, collaborator and leader in Services Australia's response to the COVID-19 pandemic.","Ms Lisiane Barao Macleod, in her role as General Manager, Data Online Systems Division, provided remarkable coordination that supported the delivery of a high profile and time critical initiative, including the staged integration of vaccination certificates to State managed check-in applications.She identified and harnessed the necessary technologies, ensured adherence to high standards of privacy and security and supported each jurisdiction through the process. Ms Barao Macleod's ability to provide strategic direction and the coordination of a diverse range of stakeholders within Federal, State and Territory governments was integral in unifying Services Australia and State and Territory government's responses to the COVID-19 pandemic.Her management of this program of work, which was on a scale that has not been seen previously, significantly advanced the relationship between Services Australia and the States and Territories. Ms Barao Macleod's leadership achieved an outstanding outcome for the Australian community, enabling the download of approximately 17 million vaccination certificates which supported the easing of COVID-19 restrictions in 2021.  "
2012798,01/26/2023 00:00:00 +00:00,Public Service Medal,PSM,ME,0,,Mr Javier RIBALTA,Javier,RIBALTA,Theodore,ACT,2905,Australia Day 2023 Honours List,,Commonwealth Public Service,For outstanding public service through leadership and coordination of Services Australia's response to the COVID-19 pandemic.,"In his role as Director, Australian Immunisation Register (AIR), Mr Javier Ribalta's project management skills were fundamental to the successful design and delivery of the COVID-19 digital certificate. This was a significant achievement that gave people choice in how they demonstrated proof of vaccination.Mr Ribalta and his team designed the digital certificate to be easily accessible via myGov through Medicare Online Accounts, the Medicare mobile app and via My Health Record. Mr Ribalta's contribution ensured continuity and played an important role in achieving core deliverables for Services Australia, including delivery of a cohesive program to deliver core functionality of the AIR. Mr Ribalta's exemplary leadership and project management skills led the coordination and negotiation between federal, state and territory governments to meet critical requirements for the delivery of the evolving AIR functionality. The successful development of functionality enabled the COVID-19 digital certificate to be seamlessly integrated into state and territory government check-in apps. "
2012799,01/26/2023 00:00:00 +00:00,Public Service Medal,PSM,ME,0,,Mrs Jodi Ann CASSAR,Jodi Ann,CASSAR,Medowie,NSW,2318,Australia Day 2023 Honours List,,Commonwealth Public Service,"For outstanding public service and leadership working across government to deliver advice, information and support for people with disability, workers and carers during the COVID-19 pandemic.","Mrs Jodi Cassar, in her role as Branch Manager, Portfolio Response COVID-19 Taskforce, demonstrated outstanding leadership under pressure in an environment of considerable public interest. Mrs Cassar's coordination and engagement across governments, disability and health sectors, and the disability community supported the acceleration of the COVID-19 vaccine rollout for people with disability.At the time of nomination, more than 2.5 million doses of the vaccine had been administered to National Disability Insurance Scheme (NDIS) participants and Disability Support Pension recipients, rates which are among the highest in the world for this group. Mrs Cassar actively led the establishment of awareness raising activities that had not been attempted before, including direct messaging disability support pension recipients and carers to ensure they had the information and support needed to access vaccines.Mrs Cassar also played a critical role in the initiation and implementation of strategies and projects that supported the distribution of more than 3.3 million Rapid Antigen Test kits for NDIS participants and workers in supported independent living settings to ensure early detection of the virus. "
2012813,01/26/2023 00:00:00 +00:00,Public Service Medal,PSM,ME,0,,Ms Gabrielle Tahirih BROWN,Gabrielle Tahirih,BROWN,,NT,,Australia Day 2023 Honours List,,NT Public Service,For outstanding public service to the Northern Territory Public Sector during the COVID-19 Pandemic.,"Ms Gabrielle Brown has held numerous senior executive roles within the Northern Territory (NT) Government within her 23-year public service career. In all of these roles Ms Brown has shown strong leadership and has dedicated herself to ensuring the safety and wellbeing of her colleagues, clients and all Territorians. Throughout her career Ms Brown has excelled in her roles and devoted herself to providing services to vulnerable first Australians. Ms Brown has worked tirelessly and been an exemplary public servant in all her roles. Ms Brown held one of the most critical roles in the NT Public Sector during the COVID-19 pandemic, leading the operations and management of the NT's quarantine services jurisdictional quarantine program and assuming leadership of the Centre for National Resilience (CNR) as part of the Territory's COVID-19 response. Ms Brown led the establishment, implementation and monitoring of the systems, structures and processes required to manage quarantine and the CNR. This included ensuring all legal, legislative and regulatory requirements where adhered to for all residents, staff, visitors and operations. Ms Brown was responsible for the provision of leadership ensuring adequate infection control and prevention systems and practices as per Australian National Standards were in place and adhered too. Ms Brown's advice has been a major contributor to the hugely successful quarantine program in the NT and the Territory's success in preventing and controlling potential COVID-19 outbreaks. Ms Brown is an exceptional leader who leads by example and demonstrates transparency in decision making, accountability for the use of government funding and assets and is a champion for sharing knowledge, collaboration and ensuring a learning culture within the organisation. Ms Browns work leading the NT's CNR was one of consistent significant high performance and importance. It was her leadership and passion shown in this role that enabled the CNR to gain a 'gold standard' reputation nationally and internationally, and heralded by the Prime Minister during the peak of the global pandemic."
2012814,01/26/2023 00:00:00 +00:00,Public Service Medal,PSM,ME,0,,Ms Catherine Ruth WEBER,Catherine Ruth,WEBER,Darwin,NT,800,Australia Day 2023 Honours List,,NT Public Service,For outstanding public service to the Northern Territory Public Sector.,"Ms Catherine Weber has made a significant contribution to the growth and development of the Northern Territory. She has demonstrated unwavering commitment to public service in the Northern Territory for over 40 years, in a range of challenging roles and environments in the Department of Education, Department of Tourism, Sport and Culture and as Deputy Under Treasurer, Finance and Corporate. Throughout her career she has regularly been called upon to lead structural review processes and has been integral in a number of key policy initiatives, with the primary objectives of improving social and economic outcomes for Territorians. Many of the initiatives she has led have been ground-breaking for the Territory, delivering financial sustainability and capacity, improved governance of key activities of government; as well as significantly improving people capability. She led work to design and implement a system of global school budgeting and a new Education Act for the Northern Territory as well as the expansion of early childhood standards and programs in remote areas. These reforms contributed to lifting student achievement and teaching standards and capability in schools. She established a best-practice graduate development program for the Department of Treasury and Finance which has remained in place for 25 years and now forms the basis for the Northern Territory Public Service (NTPS) graduate program. As Deputy Under Treasurer Finance and Corporate, and following a series of significant shocks to the Territory's share of GST revenue during a period of economic downturn, she was instrumental in instigating the Fiscal Strategy Panel review of the Territory's fiscal position for government. She was responsible for ensuring strong governance over the program for budget repair through the Budget Review Subcommittee of Cabinet, the Fiscal Repair Standing Committee and public reporting on progress. She has contributed to executive development in the NTPS for many years. Through a series of senior executive and deputy chief executive roles, Ms Weber has excelled in formulating strategic policy and building public sector capability across the NTPS."
2012815,01/26/2023 00:00:00 +00:00,Public Service Medal,PSM,ME,0,,Mrs Wanita BARTHOLOMEUSZ,Wanita,BARTHOLOMEUSZ,Stratton,WA,6056,Australia Day 2023 Honours List,,WA Public Service,For outstanding public service to improve relations between people of Aboriginal and Torres Strait Islander heritage and the broader Western Australia Police Force.,"Mrs Wanita Bartholomeusz demonstrated outstanding service in her dedication to improve relations between Western Australia Police and Aboriginal and Torres Strait Islander cultural groups, rebuilding trust after critical incidents. She served with the Western Australia Police Force for over 17 years and has been the champion of significant cultural change during this time. Mrs Bartholomeusz has been instrumental in building strong and respectful relationships with a diverse range of communities, facilitating fair and open communication. Her respectful engagement with Aboriginal people has served to improve access to and delivery of policing services across the State and has had a positive effect on Western Australia Police. As Manager of the Aboriginal Affairs Division, Mrs Bartholomeusz worked to advance the mission of the Western Australia Police Force and its Reconciliation Action Plan. She has been instrumental in providing cultural knowledge and expertise in support of the creation of the Reconciliation Action Plan, the creation and presentation of the Aboriginal Service Medal and the inaugural Aboriginal Employee Network Conference. She provided expertise in the provision of cultural awareness training at the Western Australia Police Academy. This training imparts specialist knowledge to police involved in major investigations and invigorated its focus on the frontline. Mrs Bartholomeusz is highly respected by her colleagues. As an avid supporter of Western Australia Police she promoted its mission with confidence and positivity. Her advocacy led to many young Aboriginal and Torres Strait Islander people considering policing as a career."
2012816,01/26/2023 00:00:00 +00:00,Public Service Medal,PSM,ME,0,,Ms Leanne Kaye POTTER,Leanne Kaye,POTTER,Subiaco,WA,6008,Australia Day 2023 Honours List,,WA Public Service,For outstanding public service through commitment to social justice and advocacy for the inclusion of AUSLAN in mainstream education.,"Ms Leanne Potter is a cherished educator and social justice advocate giving a voice to those that are underrepresented, whether it be women in the workplace, children with low socio-economic backgrounds and notably those who are deaf and hard of hearing. As an advocate for the deaf and hard of hearing community, one of her greatest achievements was integrating AUSLAN into mainstream education. She worked collaboratively with the Department of Education and key stakeholders to ensure deaf children and young people could attend mainstream education with the assistance of an AUSLAN interpreter. She also advocated for the inclusion of the AUSLAN Australian Tertiary Admission Rank course in to the Western Australian Curriculum. As Principal for Shenton College Deaf Education Centre until 2021 she worked with Shenton College's Principal to be the first school in Western Australia to offer this course. During her time in deaf education, she developed teachers' expertise to educate deaf and hard of hearing students, significantly increasing the number of AUSLAN interpreters with qualifications working in schools across the state. She managed the oversight of educational interpreters across Western Australia and established the Access and Equity division at the School of Special Educational Needs (formerly Western Australian Institute for Deaf Education). Ms Potter is described as a beacon of advocacy for the underprivileged and marginalised. Her genuine engagement with stakeholders has earned her respect from all she has worked with."
2012817,01/26/2023 00:00:00 +00:00,Public Service Medal,PSM,ME,0,,Mr Christopher James FIELD,Christopher James,FIELD,North Coogee,WA,6163,Australia Day 2023 Honours List,,WA Public Service,For outstanding public service as Ombudsman and President of the International Ombudsman Institute.,"As Ombudsman, Mr Christopher James Field has transformed access to justice, established new functions and created a major own-initiative investigation team, including investigating improved planning for children in care, preventing youth suicide, preventing child drownings and preventing deaths from family and domestic violence. He is committed to supporting women in leadership, with 75 per cent of Corporate Executive positions held by women, and has created a position to promote the interests of LGBQTIA+ Western Australians and introduced the inaugural position of Assistant Ombudsman, Aboriginal Engagement and Collaboration to lead a new Aboriginal Engagement and Collaboration Team. Mr Field is well respected internationally, and is the first Australian to be elected President in the 43-year history of the International Ombudsman Institute. In his previous roles as Treasurer of the Institute he replaced a four-decade old flat fee structure, with a structure based on capacity to pay, substantially improving fairness and inclusion for Ombudsman institutions from developing democracies. As Second Vice President, Mr Field led a major organisational change that saw regions historically under-represented, including Africa and Asia, receive fairer representation on the Executive of the Institute. As President, he has led extensive engagement with supra-national bodies, particularly the United Nations. Mr Field is respected for the highest levels of personal integrity, accountability and responsibility and has operated selflessly in his service to the Parliament and citizens of Western Australia."
2012818,01/26/2023 00:00:00 +00:00,Public Service Medal,PSM,ME,0,,Mrs Rebecca Ann BROWN,Rebecca Ann,BROWN,Rossmoyne,WA,6148,Australia Day 2023 Honours List,,WA Public Service,For outstanding public service through leadership and management in response to the COVID-19 pandemic.,"Mrs Brown demonstrated strong leadership in her role as Acting Director General within the Department of the Premier and Cabinet and across the WA public sector. She played a significant role in implementing challenging initiatives that supported WA's COVID-19 pandemic response and ensured an inclusive recovery. Mrs Brown worked closely with public sector leaders on multiple complex whole of government issues that required rapid resolution for the benefit of the community. Through working closely with her established networks, Mrs Brown was able to develop solutions to complex and new challenges in a rapidly evolving environment. Throughout her time in the role, Mrs Brown provided frank and fearless advice to the Premier and key stakeholders to inform critical decision-making. During her tenure she oversaw the development of strategic advice across a wide range of matters for provision to the State Recovery Controller and the Premier in support of their attendance at National Cabinet. This period saw unprecedented challenges being faced by WA, during which time Mrs Brown engaged in the shaping and positioning of key response and recovery measures for the WA Government. There were times under her leadership that required rapid decision-making, on matters where there was little to no precedent or evidence base. Drawing on specialist expertise, Mrs Brown provided advice to support critical decision-making. In addition to the challenges of the COVID-19 pandemic, Mrs Brown continued to respond to other emergency situations including the Wooroloo bushfire and Tropical Cyclone Seroja. Mrs Brown provided dedication and leadership to the Department of the Premier and Cabinet during a time of uncertainty and unprecedented challenges and contributed significantly to WA's recovery from the COVID-19 pandemic.  "
2012819,01/26/2023 00:00:00 +00:00,Public Service Medal,PSM,ME,0,,Ms Emily Jane ROPER,Emily Jane,ROPER,Shenton Park,WA,6008,Australia Day 2023 Honours List,,WA Public Service,For outstanding public service through leadership and management in response to the COVID-19 pandemic.,"Ms Emily Roper's stewardship of the Department of the Premier and Cabinet as Director General and formerly Deputy Director General during the pandemic has fundamentally shaped and supported the Western Australian Government's response to the COVID-19 pandemic. She provided high-level advice to the Premier and members of the Emergency Management Team throughout the pandemic, balancing the operations of the Department, and delivering high-level policy outcomes across portfolio areas, and notably relating to pandemic management and keeping the Western Australia community safe. Her leadership, oversight and key relationships established throughout the pandemic has supported engagement with a wide range of stakeholders to ensure the safety of the community throughout Western Australia and support business continuity during the pandemic. In addition to her COVID-19 related service, she has continued to support a number of other key priority projects for the government which are fundamental to the State's recovery. She has taken a leading role in a number of whole of government strategic and operational matters that are of significance to Western Australia, including maintaining supply chains, considering the impact of skills shortages and delivery disruptions impacting key government projects and programs. She has gone above and beyond in her service at all times throughout the pandemic. She has strategically led and informed the direction of key policy issues on a range of matters, has excelled while working under pressure in rapidly evolving environments, and has consistently demonstrated excellence in policy and program development on matters directly and indirectly related to the COVID-19 pandemic. A well respected leader, Ms Roper's outstanding contribution to the government and Western Australia has delivered one of the most successful responses to COVID-19 in the world."
2012820,01/26/2023 00:00:00 +00:00,Public Service Medal,PSM,ME,0,,Dr David Jonathan RUSSELL-WEISZ,David Jonathan,RUSSELL-WEISZ,,WA,6004,Australia Day 2023 Honours List,,WA Public Service,For outstanding public service through leadership and management in response to the COVID-19 pandemic.,"As Director General, Department of Health, Dr David Russell-Weisz has demonstrated outstanding leadership during periods of both significant health reform and emergency, and brings a steadfast commitment to the health and wellbeing of Western Australians. Under his leadership, Western Australia Health reduced the impact of COVID-19 on the health system through its successful vaccination program, and the delivery of highly effective public health advice to the Western Australian Government and the community. Since 2020, he has guided Western Australia health system's successful response to the COVID-19 pandemic, ensuring continuous quality of care for patients, alongside the progression of significant strategic projects, to now leading the transition to a living with COVID-19' strategy. His tireless efforts working around the clock were instrumental in coordinating the system wide response to COVID-19 while managing unprecedented demand for general and emergency care. Under his leadership, the Western Australia health system was able to coordinate a complex, cross-agency response to COVID-19, while ensuring the health and wellbeing of all Western Australians remained a priority. In addition to folding COVID-19 health measures in to business-as-usual for the Western Australia health system, he is overseeing the planning of the new Women and Newborn Health Service Hospital, redevelopment of Joondalup Health Campus, upgrade of the Bunbury Regional Hospital and redevelopment and expansion of the Peel Health Campus. His leadership is integral to successful health outcomes during the pandemic and into the future. Under his guidance, and through robust clinical planning and strategy, the Western Australia health system has achieved one of the most successful responses to COVID-19 in the world. With the fundamental principle of maintaining a person-centred approach to delivering care, Dr Russell-Weisz is committed to providing consistent, world-class health care for Western Australians across the vast state. "
