wp_url,wp_pageid,display_name,row_num
https://en.wikipedia.org/wiki/Shane_Warne,22590160,Shane Warne,90
https://en.wikipedia.org/wiki/Daniel_Kowalski,3001017,Daniel Kowalski,91
https://en.wikipedia.org/wiki/Mike_Moore_(New_Zealand_politician),21031,Mike Moore (New Zealand politician),92
https://en.wikipedia.org/wiki/Kabun_Mutō,21071654,Kabun Mutō,93
https://en.wikipedia.org/wiki/Kevan_Gosper,7212711,Kevan Gosper,94
https://en.wikipedia.org/wiki/Robert_Taylor_(Australian_actor),5857368,Robert Taylor (Australian actor),95
https://en.wikipedia.org/wiki/Robert_Evans_(astronomer),3628502,Robert Evans (astronomer),96
https://en.wikipedia.org/wiki/Leon_Gregory,7212724,Leon Gregory,97
https://en.wikipedia.org/wiki/Ian_Turbott,45236390,Ian Turbott,98
https://en.wikipedia.org/wiki/Guy_Green_(judge),237006,Guy Green (judge),99
https://en.wikipedia.org/wiki/Paul_Kelly_(Australian_musician),43292,Paul Kelly (Australian musician),100
https://en.wikipedia.org/wiki/Lee_Kernaghan,2193612,Lee Kernaghan,101
https://en.wikipedia.org/wiki/Patty_Mills,12821809,Patty Mills,102
https://en.wikipedia.org/wiki/Ali_Alatas,2488298,Ali Alatas,103
https://en.wikipedia.org/wiki/Mike_Archer_(paleontologist),23699093,Mike Archer (paleontologist),104
https://en.wikipedia.org/wiki/Shridath_Ramphal,331650,Shridath Ramphal,105
https://en.wikipedia.org/wiki/Frank_Sedgman,770311,Frank Sedgman,106
https://en.wikipedia.org/wiki/Katrina_Powell,12129911,Katrina Powell,107
https://en.wikipedia.org/wiki/Mark_Skaife,1459220,Mark Skaife,108
https://en.wikipedia.org/wiki/Andrew_Hoy,915494,Andrew Hoy,109
https://en.wikipedia.org/wiki/Zali_Steggall,3342463,Zali Steggall,110
https://en.wikipedia.org/wiki/Stuart_O'Grady,931404,Stuart O'Grady,111
https://en.wikipedia.org/wiki/Mark_Schwarzer,1851509,Mark Schwarzer,112
https://en.wikipedia.org/wiki/Ross_Edwards_(composer),4963057,Ross Edwards (composer),113
https://en.wikipedia.org/wiki/Brian_Greig,967350,Brian Greig,114
https://en.wikipedia.org/wiki/Geoffrey_Rush,171515,Geoffrey Rush,115
https://en.wikipedia.org/wiki/Betty_Cuthbert,70740,Betty Cuthbert,116
https://en.wikipedia.org/wiki/Tim_Schenken,1226570,Tim Schenken,117
https://en.wikipedia.org/wiki/Vern_Schuppan,1235700,Vern Schuppan,118
https://en.wikipedia.org/wiki/Thomas_Keneally,64454,Thomas Keneally,119
https://en.wikipedia.org/wiki/Heather_Mitchell,4725971,Heather Mitchell,120
https://en.wikipedia.org/wiki/Samantha_Riley,3487429,Samantha Riley,121
https://en.wikipedia.org/wiki/Kim_Beazley,322538,Kim Beazley,122
https://en.wikipedia.org/wiki/Frank_Moorhouse,2048606,Frank Moorhouse,123
https://en.wikipedia.org/wiki/Peter_Doherty_(immunologist),1157592,Peter Doherty (immunologist),124
https://en.wikipedia.org/wiki/Tommy_Emmanuel,1900005,Tommy Emmanuel,125
https://en.wikipedia.org/wiki/Roy_Emerson,481805,Roy Emerson,126
https://en.wikipedia.org/wiki/Winifred_Curtis,21789084,Winifred Curtis,127
https://en.wikipedia.org/wiki/Amanda_Vanstone,1007525,Amanda Vanstone,128
https://en.wikipedia.org/wiki/Brett_Lancaster,1870231,Brett Lancaster,129
https://en.wikipedia.org/wiki/Melinda_Gainsford-Taylor,10640278,Melinda Gainsford-Taylor,130
https://en.wikipedia.org/wiki/Brian_Talboys,664877,Brian Talboys,131
https://en.wikipedia.org/wiki/Elizabeth_Jolley,2053255,Elizabeth Jolley,132
https://en.wikipedia.org/wiki/David_Atkins,2219065,David Atkins,133
https://en.wikipedia.org/wiki/William_Edward_Murray,26924885,William Edward Murray,134
https://en.wikipedia.org/wiki/Graeme_Brown,1875312,Graeme Brown,135
https://en.wikipedia.org/wiki/David_E._Jeremiah,3099743,David E. Jeremiah,136
https://en.wikipedia.org/wiki/Walter_Campbell_(judge),1933109,Walter Campbell (judge),137
https://en.wikipedia.org/wiki/Marshall_Hatch,12944417,Marshall Hatch,138
https://en.wikipedia.org/wiki/Graham_White_(swimmer),3632330,Graham White (swimmer),139
https://en.wikipedia.org/wiki/Martin_Ferguson_(politician),565923,Martin Ferguson (politician),140
https://en.wikipedia.org/wiki/Andrew_Lock,14998387,Andrew Lock,141
https://en.wikipedia.org/wiki/Anna_Bligh,2312405,Anna Bligh,142
https://en.wikipedia.org/wiki/Kiran_Mazumdar-Shaw,2938020,Kiran Mazumdar-Shaw,143
https://en.wikipedia.org/wiki/Ray_Lawler,2455199,Ray Lawler,144
https://en.wikipedia.org/wiki/Anthony_Clarke_(judoka),4953688,Anthony Clarke (judoka),145
https://en.wikipedia.org/wiki/J._J._C._Smart,440324,J. J. C. Smart,146
https://en.wikipedia.org/wiki/Slim_Dusty,321623,Slim Dusty,147
https://en.wikipedia.org/wiki/Kirstie_Marshall,2436481,Kirstie Marshall,148
https://en.wikipedia.org/wiki/John_R._Allen,20957855,John R. Allen,149
https://en.wikipedia.org/wiki/Siobhan_Paton,18272157,Siobhan Paton,150
https://en.wikipedia.org/wiki/Richard_Armitage_(government_official),19125582,Richard Armitage (government official),151
https://en.wikipedia.org/wiki/Robyn_Maher,18530677,Robyn Maher,152
https://en.wikipedia.org/wiki/Charles_Perkins_(Aboriginal_activist),1698688,Charles Perkins (Aboriginal activist),153
https://en.wikipedia.org/wiki/David_Palmer_(squash_player),3451497,David Palmer (squash player),154
https://en.wikipedia.org/wiki/Cheryl_Praeger,9031833,Cheryl Praeger,155
https://en.wikipedia.org/wiki/Christopher_Koch,3663575,Christopher Koch,156
https://en.wikipedia.org/wiki/Clem_Christesen,11478371,Clem Christesen,157
https://en.wikipedia.org/wiki/Cliff_Young_(athlete),7376363,Cliff Young (athlete),158
https://en.wikipedia.org/wiki/Clive_Hamilton,339820,Clive Hamilton,159
https://en.wikipedia.org/wiki/Clive_Lloyd,624962,Clive Lloyd,160
https://en.wikipedia.org/wiki/Clyde_Cameron,2861963,Clyde Cameron,161
https://en.wikipedia.org/wiki/Colin_L._Masters,58130411,Colin L. Masters,162
https://en.wikipedia.org/wiki/Colin_Thiele,1707546,Colin Thiele,163
https://en.wikipedia.org/wiki/John_Truscott,20854298,John Truscott,164
https://en.wikipedia.org/wiki/Kylie_Kwong,3881775,Kylie Kwong,165
https://en.wikipedia.org/wiki/Bill_Kirby,5070389,Bill Kirby,166
https://en.wikipedia.org/wiki/Jørn_Utzon,37262,Jørn Utzon,167
https://en.wikipedia.org/wiki/Rachel_Griffiths,504161,Rachel Griffiths,168
https://en.wikipedia.org/wiki/Ian_Thorpe,147429,Ian Thorpe,169
https://en.wikipedia.org/wiki/Olivia_Newton-John,53257,Olivia Newton-John,170
https://en.wikipedia.org/wiki/Ken_Michael,1998989,Ken Michael,171
https://en.wikipedia.org/wiki/Tim_Cahill,1679232,Tim Cahill,172
https://en.wikipedia.org/wiki/Don_Bradman,87021,Don Bradman,173
https://en.wikipedia.org/wiki/Keith_Urban,1574157,Keith Urban,174
https://en.wikipedia.org/wiki/Malcolm_Fraser,19734,Malcolm Fraser,175
https://en.wikipedia.org/wiki/Robbie_McEwen,1484348,Robbie McEwen,176
https://en.wikipedia.org/wiki/Grant_Hackett,918064,Grant Hackett,177
https://en.wikipedia.org/wiki/Charlie_Bell_(businessman),1410045,Charlie Bell (businessman),178
https://en.wikipedia.org/wiki/Shoichiro_Toyoda,20856311,Shoichiro Toyoda,179
https://en.wikipedia.org/wiki/Ben_Gascoigne,27255201,Ben Gascoigne,180
https://en.wikipedia.org/wiki/Paul_Scully-Power,502328,Paul Scully-Power,181
https://en.wikipedia.org/wiki/Park_Tae-joon,35203919,Park Tae-joon,182
https://en.wikipedia.org/wiki/Michael_Mullen,2256905,Michael Mullen,183
https://en.wikipedia.org/wiki/Edward_Cassidy,6078877,Edward Cassidy,184
https://en.wikipedia.org/wiki/James_Wolfensohn,705853,James Wolfensohn,185
https://en.wikipedia.org/wiki/Andrew_Forrest,12833990,Andrew Forrest,186
https://en.wikipedia.org/wiki/Andrew_Gaze,283234,Andrew Gaze,187
https://en.wikipedia.org/wiki/Andy_Thomas,369716,Andy Thomas,188
https://en.wikipedia.org/wiki/Athol_Guy,2198265,Athol Guy,189
https://en.wikipedia.org/wiki/Andrew_Tridgell,2099,Andrew Tridgell,190
https://en.wikipedia.org/wiki/Peter_Morris_(surgeon),30470763,Peter Morris (surgeon),191
https://en.wikipedia.org/wiki/Troy_Elder,4046608,Troy Elder,192
https://en.wikipedia.org/wiki/Hugh_Alexander_Dunn,3351321,Hugh Alexander Dunn,193
https://en.wikipedia.org/wiki/Danny_Clark_(cyclist),11200169,Danny Clark (cyclist),194
https://en.wikipedia.org/wiki/Carl_Wood,1437921,Carl Wood,195
https://en.wikipedia.org/wiki/Wang_Gungwu,1178408,Wang Gungwu,196
https://en.wikipedia.org/wiki/Fred_Schepisi,3180398,Fred Schepisi,197
https://en.wikipedia.org/wiki/Luc_Longley,157453,Luc Longley,198
https://en.wikipedia.org/wiki/David_de_Kretser,3770588,David de Kretser,199
https://en.wikipedia.org/wiki/Davis_McCaughey,1662249,Davis McCaughey,200
https://en.wikipedia.org/wiki/Dennis_Lillee,894415,Dennis Lillee,201
https://en.wikipedia.org/wiki/Neil_MacGregor,1520354,Neil MacGregor,202
https://en.wikipedia.org/wiki/Suzanne_Cory,10554156,Suzanne Cory,203
https://en.wikipedia.org/wiki/Philip_Pettit,4023645,Philip Pettit,204
https://en.wikipedia.org/wiki/Don_Burrows,1677160,Don Burrows,205
https://en.wikipedia.org/wiki/Don_Chipp,978858,Don Chipp,206
https://en.wikipedia.org/wiki/Alexander_Downer,331078,Alexander Downer,207
https://en.wikipedia.org/wiki/Donald_Dunstan_(governor),2127699,Donald Dunstan (governor),208
https://en.wikipedia.org/wiki/Donald_Metcalf,1862804,Donald Metcalf,209
https://en.wikipedia.org/wiki/Donald_Shanks_(bass-baritone),19476142,Donald Shanks (bass-baritone),210
https://en.wikipedia.org/wiki/Doris_Pilkington_Garimara,4091755,Doris Pilkington Garimara,211
https://en.wikipedia.org/wiki/Doug_Anthony,400912,Doug Anthony,212
https://en.wikipedia.org/wiki/Drew_Ginn,906944,Drew Ginn,213
https://en.wikipedia.org/wiki/Duncan_Free,18723433,Duncan Free,214
https://en.wikipedia.org/wiki/Eddie_Charlton,679550,Eddie Charlton,215
https://en.wikipedia.org/wiki/Frank_Lowy,1336164,Frank Lowy,216
https://en.wikipedia.org/wiki/Tofilau_Eti_Alesana,1192101,Tofilau Eti Alesana,217
https://en.wikipedia.org/wiki/Zelman_Cowen,368423,Zelman Cowen,218
https://en.wikipedia.org/wiki/Cadel_Evans,805877,Cadel Evans,219
https://en.wikipedia.org/wiki/Nick_Cave,87536,Nick Cave,220
https://en.wikipedia.org/wiki/Macfarlane_Burnet,417493,Macfarlane Burnet,221
https://en.wikipedia.org/wiki/Mathew_Belcher,33789208,Mathew Belcher,222
https://en.wikipedia.org/wiki/Samuel_Warren_Carey,5311688,Samuel Warren Carey,223
https://en.wikipedia.org/wiki/Dorothy_Hewett,1173073,Dorothy Hewett,224
https://en.wikipedia.org/wiki/Brian_Schmidt,6231333,Brian Schmidt,225
https://en.wikipedia.org/wiki/Brian_Tobin_(tennis),59089425,Brian Tobin (tennis),226
https://en.wikipedia.org/wiki/Barry_Marshall,397110,Barry Marshall,227
https://en.wikipedia.org/wiki/Margaret_Court,244345,Margaret Court,228
https://en.wikipedia.org/wiki/Charles_Mackerras,318401,Charles Mackerras,229
https://en.wikipedia.org/wiki/William_A._Bradfield,17200158,William A. Bradfield,230
https://en.wikipedia.org/wiki/Paul_Mercurio,1088868,Paul Mercurio,231
https://en.wikipedia.org/wiki/Dean_Lukin,2676914,Dean Lukin,232
https://en.wikipedia.org/wiki/A._D._Hope,988577,A. D. Hope,233
https://en.wikipedia.org/wiki/Nathan_Outteridge,15606015,Nathan Outteridge,234
https://en.wikipedia.org/wiki/Geoffrey_Parsons_(pianist),19461371,Geoffrey Parsons (pianist),235
https://en.wikipedia.org/wiki/Stephen_Wooldridge,22893881,Stephen Wooldridge,236
"https://en.wikipedia.org/wiki/Edward_Shackleton,_Baron_Shackleton",162784,"Edward Shackleton, Baron Shackleton",237
https://en.wikipedia.org/wiki/Glenn_Murcutt,1820386,Glenn Murcutt,238
https://en.wikipedia.org/wiki/Todd_Woodbridge,1547951,Todd Woodbridge,239
"https://en.wikipedia.org/wiki/Robert_May,_Baron_May_of_Oxford",523629,"Robert May, Baron May of Oxford",240
"https://en.wikipedia.org/wiki/George_Lascelles,_7th_Earl_of_Harewood",332214,"George Lascelles, 7th Earl of Harewood",241
https://en.wikipedia.org/wiki/Neil_Stephens,14195290,Neil Stephens,242
https://en.wikipedia.org/wiki/Joan_Phipson,20238568,Joan Phipson,243
https://en.wikipedia.org/wiki/Peter_Doak,3632400,Peter Doak,244
https://en.wikipedia.org/wiki/Bronte_Campbell,35865645,Bronte Campbell,245
https://en.wikipedia.org/wiki/Barry_Jarman,1553666,Barry Jarman,246
https://en.wikipedia.org/wiki/Luciana_Arrighi,32627852,Luciana Arrighi,247
https://en.wikipedia.org/wiki/Danielle_McGrath,11844686,Danielle McGrath,248
https://en.wikipedia.org/wiki/Roma_Mitchell,534665,Roma Mitchell,249
https://en.wikipedia.org/wiki/Don_Dunstan,543848,Don Dunstan,250
https://en.wikipedia.org/wiki/Eleanor_Dark,10361711,Eleanor Dark,251
https://en.wikipedia.org/wiki/Mamoru_Mohri,479108,Mamoru Mohri,252
https://en.wikipedia.org/wiki/Kay_Goldsworthy,16976766,Kay Goldsworthy,253
https://en.wikipedia.org/wiki/Yvonne_Kenny,2201228,Yvonne Kenny,254
https://en.wikipedia.org/wiki/Catherine_Hamlin,5188713,Catherine Hamlin,255
https://en.wikipedia.org/wiki/Ray_Groom,1398314,Ray Groom,256
https://en.wikipedia.org/wiki/Richard_Bonynge,1180501,Richard Bonynge,257
https://en.wikipedia.org/wiki/Peter_Garrett,157428,Peter Garrett,258
https://en.wikipedia.org/wiki/Michael_Wenden,4215365,Michael Wenden,259
https://en.wikipedia.org/wiki/Dale_Begg-Smith,3955086,Dale Begg-Smith,260
https://en.wikipedia.org/wiki/Arthur_Birch_(organic_chemist),1523443,Arthur Birch (organic chemist),261
https://en.wikipedia.org/wiki/Arthur_Dale_Trendall,6913154,Arthur Dale Trendall,262
https://en.wikipedia.org/wiki/Tony_Roche,870020,Tony Roche,263
https://en.wikipedia.org/wiki/Frank_Farina,11464075,Frank Farina,264
https://en.wikipedia.org/wiki/John_Alexander_(Australian_politician),1927706,John Alexander (Australian politician),265
https://en.wikipedia.org/wiki/Tracey_Moffatt,30862730,Tracey Moffatt,266
https://en.wikipedia.org/wiki/Edmund_Collins,43513286,Edmund Collins,267
https://en.wikipedia.org/wiki/Jeffrey_Lee,12316448,Jeffrey Lee,268
https://en.wikipedia.org/wiki/Ieremia_Tabai,729759,Ieremia Tabai,269
https://en.wikipedia.org/wiki/Harry_Triguboff,7420212,Harry Triguboff,270
https://en.wikipedia.org/wiki/Frank_Bethwaite,33711813,Frank Bethwaite,271
https://en.wikipedia.org/wiki/Frank_Sartor,5043746,Frank Sartor,272
https://en.wikipedia.org/wiki/Tony_Rafty,10454797,Tony Rafty,273
https://en.wikipedia.org/wiki/Elwood_Zimmerman,18133770,Elwood Zimmerman,274
https://en.wikipedia.org/wiki/Ryan_Bayley,1875846,Ryan Bayley,275
https://en.wikipedia.org/wiki/Leo_McKern,68726,Leo McKern,276
https://en.wikipedia.org/wiki/Delta_Goodrem,308193,Delta Goodrem,277
https://en.wikipedia.org/wiki/Dawn_Fraser,379878,Dawn Fraser,278
https://en.wikipedia.org/wiki/Quentin_Bryce,698446,Quentin Bryce,279
https://en.wikipedia.org/wiki/Judith_Anderson,463434,Judith Anderson,280
https://en.wikipedia.org/wiki/Shirley_Strickland,409184,Shirley Strickland,281
https://en.wikipedia.org/wiki/Bryan_Brown,1148575,Bryan Brown,282
https://en.wikipedia.org/wiki/Phillip_Dutton,6794427,Phillip Dutton,283
https://en.wikipedia.org/wiki/Tristram_Cary,857262,Tristram Cary,284
https://en.wikipedia.org/wiki/Graeme_Bell,4620673,Graeme Bell,285
https://en.wikipedia.org/wiki/Francis_Burt,1066486,Francis Burt,286
https://en.wikipedia.org/wiki/Michael_Lynagh,2126377,Michael Lynagh,287
https://en.wikipedia.org/wiki/George_Smith_(rugby_union),2204592,George Smith (rugby union),288
https://en.wikipedia.org/wiki/John_Williams_(guitarist),154556,John Williams (guitarist),289
https://en.wikipedia.org/wiki/Steven_Bradbury,1799036,Steven Bradbury,290
https://en.wikipedia.org/wiki/Lee_Tarlamis,30064090,Lee Tarlamis,291
https://en.wikipedia.org/wiki/Mark_Ella,2560197,Mark Ella,292
https://en.wikipedia.org/wiki/Stirling_Mortlock,1886621,Stirling Mortlock,293
https://en.wikipedia.org/wiki/Christopher_Weeramantry,8296219,Christopher Weeramantry,294
https://en.wikipedia.org/wiki/Paul_Wild_(Australian_scientist),610478,Paul Wild (Australian scientist),295
https://en.wikipedia.org/wiki/Tom_Bass_(sculptor),8013411,Tom Bass (sculptor),296
https://en.wikipedia.org/wiki/David_Martin_(poet),1002594,David Martin (poet),297
https://en.wikipedia.org/wiki/Stephen_Kelen,31655312,Stephen Kelen,298
https://en.wikipedia.org/wiki/Robert_Hill_(Australian_politician),1013237,Robert Hill (Australian politician),299
https://en.wikipedia.org/wiki/Cecil_Purdy,1115991,Cecil Purdy,300
https://en.wikipedia.org/wiki/Neville_Bonner,328597,Neville Bonner,301
https://en.wikipedia.org/wiki/Barry_Tuckwell,2458926,Barry Tuckwell,302
https://en.wikipedia.org/wiki/Mervyn_Rose,2201690,Mervyn Rose,303
https://en.wikipedia.org/wiki/Allan_Border,451428,Allan Border,304
https://en.wikipedia.org/wiki/Jill_Ker_Conway,1063665,Jill Ker Conway,305
https://en.wikipedia.org/wiki/Rosemary_Follett,810615,Rosemary Follett,306
https://en.wikipedia.org/wiki/Stephen_Moore_(rugby_union),7003493,Stephen Moore (rugby union),307
https://en.wikipedia.org/wiki/Rosemary_Goldie,26490750,Rosemary Goldie,308
https://en.wikipedia.org/wiki/Kerry_Packer,173686,Kerry Packer,309
https://en.wikipedia.org/wiki/Michael_Clarke_(cricketer),896426,Michael Clarke (cricketer),310
https://en.wikipedia.org/wiki/Neville_Wran,1346106,Neville Wran,311
https://en.wikipedia.org/wiki/Doug_Sutherland_(Australian_politician),18690574,Doug Sutherland (Australian politician),312
https://en.wikipedia.org/wiki/Doug_Waterhouse,3497131,Doug Waterhouse,313
https://en.wikipedia.org/wiki/Douglas_Daft,1602538,Douglas Daft,314
https://en.wikipedia.org/wiki/Douglas_Lawrence,6477654,Douglas Lawrence,315
https://en.wikipedia.org/wiki/Douglas_Riding,29824555,Douglas Riding,316
https://en.wikipedia.org/wiki/Douglas_Sturkey,25737137,Douglas Sturkey,317
https://en.wikipedia.org/wiki/Douglas_Vincent_(Australian_Army_officer),36105701,Douglas Vincent (Australian Army officer),318
https://en.wikipedia.org/wiki/Drew_Morphett,3826343,Drew Morphett,319
https://en.wikipedia.org/wiki/Dulcie_Holland,17785623,Dulcie Holland,320
https://en.wikipedia.org/wiki/Duncan_Ironmonger,37991829,Duncan Ironmonger,321
https://en.wikipedia.org/wiki/Duncan_Lewis,14684046,Duncan Lewis,322
https://en.wikipedia.org/wiki/Dylan_Alcott,19309122,Dylan Alcott,323
https://en.wikipedia.org/wiki/Kerry_Greenwood,13734922,Kerry Greenwood,324
https://en.wikipedia.org/wiki/Eddie_McGuire,170017,Eddie McGuire,325
https://en.wikipedia.org/wiki/Edgar_Britt,15237796,Edgar Britt,326
https://en.wikipedia.org/wiki/Edgar_Metcalfe,34394144,Edgar Metcalfe,327
https://en.wikipedia.org/wiki/Edmund_Capon,7815789,Edmund Capon,328
https://en.wikipedia.org/wiki/Ed_Byrne_(neuroscientist),23543257,Ed Byrne (neuroscientist),329
https://en.wikipedia.org/wiki/Edward_Connellan,6027421,Edward Connellan,330
https://en.wikipedia.org/wiki/Edward_Smout,1440491,Edward Smout,331
https://en.wikipedia.org/wiki/Edward_Woodward_(judge),19208457,Edward Woodward (judge),332
https://en.wikipedia.org/wiki/Eleanor_Spence,17444924,Eleanor Spence,333
