AwardId,AwardedOn,AwardName,AwardAbbr,AwardSystem,ClaspLevel,ClaspText,GazetteName,GazetteGivenName,GazetteSurname,GazetteSuburb,GazetteState,GazettePostcode,AnnouncementEvent,Division,AdditionalInfo,Citation,MediaNote
2010413,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Dr John William WAMSLEY,John William,WAMSLEY,Aldgate,SA,5154,Australia Day 2022 Honours List,G,,For service to conservation and the environment.,"EnvironmentConservationist and Wildlife Pioneer.Founder, Warrawong Earth Sanctuary, 1969-2013.Published two books on the environment. MathematicsLecturer, Flinders University, 1969-1986.  Awards and Recognition includeAustralian Geographic Conservation Hero, 2016.Australian Environmentalist of the Year, 2003.Inducted into the Birds New Zealand Hall of Fame.Banksia Foundation Environment Award, 1996.SA Tourism Awards, 2000, 1995-1996, 1990-1993.Australian National Geographic Award for Excellence Conservation Award, 1991.Harry Dowling Award for Tourism Excellence, 1988-1989."
2010414,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Ms Josephine Louise JONES,Josephine Louise,JONES,Rye,VIC,3941,Australia Day 2022 Honours List,G,,For service to conservation and the environment.,"Environment One Tonne Challenge, since 2011.Campaign Manager, The Only Butt, since 2017.Campaign Coordinator, The Peninsula's Last Straw, since 2017.Lead roll Seaside Scavenge Annual Beach Clean 2018 - 2020 committee 2016 - 2020.VolunteeringDesign and Communications, Skinny Duck, 2014-2016.Volunteer, 1st Toograrook Scout Group, 8 years.Community advocacy program The Peninsula's Last Straw.Community advocacy Litter prevention The Only Butt.Volunteer Guest speaker to over 80 schools, men's sheds, events, Citizen of the year engagements from 2016 - 2021.ProfessionalCreative Director, Share the Word Design Studio since 2007 to 2021.Freelance Graphic Designer, Hinano Life, 2004-2006. Awards and Recognition include: Culture and heritage Finalist, Keep Australia Beautiful, 2021.Banksia Awards Finalist 2020.Local Hero, Victorian Australian of the Year, 2020.2020 Environment Award Finalist - The Seaside Scavenge.2020 Waste Award Finalist - The Peninsula's Last Straw.Litter Award Keep Australia Beautiful 2020.Australia Day Citizen of the Year, Mornington Peninsula, 2019.2019 Litter Prevention Award Finalist - The Peninsula's Last Straw.2019 Sustainable Cities Master of Ceremonies.2018 Resource Recovery and Waste Management Award Finalist - Mind your own Bin.2018 Community Action & Leadership Award (population above 3000) Award Finalist - The Only Butt.Litter Prevention Prize, Keep Australia Beautiful, 2017.Dame Phyllis Frost Award, Keep Victoria Beautiful, 2016.2015 Gift Fund Recipient."
2010421,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Professor Barbara COMBER,Barbara,COMBER,Prospect,SA,5082,Australia Day 2022 Honours List,G,,For service to education.,"The University of South AustraliaResearch Professor, School of Education.Mentor, Early Career Researchers Development Program, since 2020.Co-Director, Hawke Research Institute, 2006-2009.Distinguished Scholar, Division of Education, Arts and Social Sciences, 2008.Director, Centre for Literacy, Policy and Learning Cultures, 1996-2004. Primary English Teaching Association AustraliaLife Member, 2007.Co-researcher, Australian Research Council Funded Project, Literacy and the environment: A situated study of multimedia literacy, sustainability, local knowledge and educational change. Queensland University of TechnologyFormer Research Professor, Faculty of Education, School of Early Childhood and Inclusive Education.Co-researcher, Australian Research Council Funded Project, Learning to write: A socio-material analysis of text production, 2015-2017. Australian Research CouncilAssessor, Grants Program, since 2000.Member, College of Experts, 2008-2010.  Australian Literacy Educators AssociationPrincipal Fellow, current. InternationalHonorary Professor, School of Education, University of Nottingham, 2015.Member, American Educational Research Association. Member, National Council of Teachers of English. Member, United Kingdom Literacy Association.Member, International Literacy Association.  PublicationsLiteracy, Place and Pedagogies of Possibilities, 2016.Literacy in the Middle Years: Learning from Collaborative Classroom Research, 2014.Literacies in Place: Teaching Environmental Communications, 2007. Awards and Recognition include:Hall of Fame, International Literacy Association, 2015.Citation of Merit Award, Australian Literacy Educators Association, 1999."
2010422,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Ms Margaret Rita EICHHOLZER,Margaret Rita,EICHHOLZER,Kaleen,ACT,2617,Australia Day 2022 Honours List,G,,For service to education.,"Australian National UniversitySchool Manager, Crawford School of Public Policy, 2014-2018.Manager, Executive Services, Crawford School of Public Policy, 2013-2014.Manager, Divisional Administration, Training and Communication, Special Project Accountant, Finance and Business Services, 2011-2013.Special Project Officer (Finance), College of Asia and the Pacific, 2010-2011.Business and Administration Manager, National Security College, 2010.Manager, Division of Information, 2008-2010.Manager, Business Office, College of Arts and Social Sciences, 2007-2008.Manager, Business and Support Services, Faculty of Arts, 2005-2006.Accountant, Finance and Business Services, 2003-2004.Assistant Accountant, Finance and Business Services, 1999-2003.Clerk, Library Services, 1994-1998.Former Member, Financial Shared Services Project Steering Committee.Former Member, Higher Degree by Research Project Management Group.Former Member, Student Load Planning Reference Group.Former Member, Policy Action Group.Former Member, UniForum Coordination Group.Former Member, Standardised Position Description Working Party.Former Member, Sex and Gender Diversity Policies Working Party.Kaleen Primary SchoolPresident, Parents and Citizens Association, 1992.Chair and Parent Representative, 1990-1991.Other Chair, President and Committee Member, ACT Playgroup Association1985-1988.Foundation Teacher, St Francis Xavier High School, 1978-1981.  Awards and Recognition include:Vice-Chancellor's Award for Career Advancement, Australian National University, 2007, 2012."
2010407,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mrs Irma HOWELL,Irma,HOWELL,Clayfield,QLD,4011,Australia Day 2022 Honours List,G,,For service to youth through Scouts.,"Scouts Queensland     Adult Member Queensland Branch Heritage Team from 2020.Assistant District Commissioner, Youth Program, Redcliffe District, 2017-2019.District Commissioner, Redcliffe District, 2016-2017.State Branch Council Member, 2003-2016.Region Commissioner, Queensland Branch, 2008-2016.Region Commissioner, Near North Coast and Country Region, 2003-2008.District Commissioner, Murrumba District, 1994-2003.Assistant Area Commissioner, Brisbane North Region, 1987-1994.Assistant District Commissioner, Charles S. Snow District, 1981-1987.Group Leader, Kalinga Scout Group, 1976-1981. Awards and Recognition include:50 Year Service Award, Scouts Australia, 2019.Silver Kangaroo, Scouts Queensland, 2007.Silver Emu, Scouts Queensland, 2003."
2010389,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr Trevor BUZZACOTT,Trevor,BUZZACOTT,Salisbury Heights,SA,5109,Australia Day 2022 Honours List,G,,For service to the Indigenous community of South Australia.,"Indigenous HealthTrachoma Education Specialist Volunteer, Aboriginal Community Services, since 2017.Member, Advisory Board, Indigenous Eye Health Unit, School of Population and Global Health, University of Melbourne, since 2008.Indigenous Liaison Officer, National Trachoma and Eye Health Programme, 1976-1978. Indigenous LanguageChairperson, Aboriginal Policy and Advocacy Committee, Mobile Language Team, Linguistics Department, School of Humanities, University of Adelaide, current.Coordinator, Arabunna Language Program, The Marree Aboriginal School, current. Public ServiceCommunity Liaison Officer, Department of Community Supervision and Intervention, 2002-2011.Aboriginal Community Health and Wellbeing Program, APY Lands, South Australian Attorney-General's Department, 2000-2001.Involved with juvenile youth programs in remote communities, South Australian Department of Education, Technical and Further Education. Sport and CommunityFounding Chairperson, Aboriginal Golf Club of South Australia, 2017.Coordinator, State Aboriginal Golf Championship, 2010-2013.Player, South Australian State Aboriginal Football Team, 1974-1976.National Coordinator, Nigerian Festival of Arts and Culture, 1975-1976. Awards and Recognition include:NAIDOC Award for Outstanding Contribution, Department of Community Supervision and Intervention, 2012, 2011. "
2010390,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Dr Michael Jon DONALDSON,Michael Jon,DONALDSON,Maylands,WA,6051,Australia Day 2022 Honours List,G,,For service to the Indigenous community of Western Australia.,"Kimberley Society IncorporatedPresident, 2004-2006; 2016-2019.Membership Secretary, 2008-2014.Treasurer, 1992-1998.Founding Member. Boards and AppointmentsBoard Member, Geoscience Foundation, University of Western Australia, 2005-2009.Member, Fundraising Sub-Committee, Centre for Strategic Mineral Deposits, 1993-1996.Member, Organising Committee, International Archean Symposium, 1990.Member, Science Advisory Committee, Kimberley Foundation Australia, 2010-2020.Member, Geological Society of Australia.Member Australian Archaeological Association. ProfessionalFormer General Manager, Mapping, Geological Survey of Western Australia.Former Research Geologist, Kambalda Nickel Operations Western Mining.Exploration Geologist, Western Mining Corporation, 1972-1988.Exploration Manager, Coolgardie Gold, 1988-1991.Exploration Manager, Sons of Gwalia, 1991-1996.General Manager, Ashton Mining, 1996-1999.Chairman, Beadell Resources, 2007-2009.Director, Beadell Resources, 2009-2014.Director, Territory Resources, 2008-2011.Founder and Director, Wildrocks Publications, 2009-present.PublicationsDo not yield to despair, FH Hann diaries, 1998.Rock Art of the Kimberley, Kimberley Society, 2007.Kimberley History, Kimberley Society, 2012.The Natural World of the Kimberley, Kimberley Society, 2016.Burrup Rock Art. Ancient Aboriginal rock art of Burrup Peninsula and Dampier Archipelago, Wildrocks Publications, 2009.Kimberley Rock Art. Volume one: Mitchell River Area, Wildrocks Publications, 2012.Kimberley Rock Art. Volume two: North Kimberley, Wildrocks Publications, 2012.Kimberley Rock Art. Volume three: Rivers and Ranges, Wildrocks Publications, 2013. "
2010391,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Ms Cheryl PORTER,Cheryl,PORTER,Quirindi,NSW,2343,Australia Day 2022 Honours List,G,,For service to Indigenous community of New South Wales.,"Indigenous HealthChief Executive Officer, Walhallow Aboriginal Corporation Health Program, since 1992.Former Member, NSW Aboriginal Consultative Group, Young Indigenous People's Resilience and Wellbeing Project.Advocate, Indigenous communities in Caroona, Quirindi and Tamworth."
2010393,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr Myer Chil HERSZBERG,Myer Chil,HERSZBERG,East St Kilda,VIC,3183,Australia Day 2022 Honours List,G,,For service to the Jewish community.,"CommunityAdvisory Board Member, Chessed Foundation, since 2017.Co-Founder, Keren Tov Charity Fund, 2005.President, Melbourne Chevra Kadisha, since 1995.Contributor, Hatzola. BusinessDirector, Herszberg Group of Companies, since 1960s.Former Director, H5 Group PL.Former Director, Infomedia.Founder, Jewish Employment Network, 2001. "
2010394,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr Tim CARROLL,Tim,CARROLL,Hurlstone Park,NSW,2193,Australia Day 2022 Honours List,G,,For service to the community of Bankstown.,"Outloud (formerly Bankstown Youth Development Services)Director, 1991-2019. Bankstown Community Resource GroupTreasurer, 12 years.Former President. PublicationsFormer Editor, Westside Magazine.Former Editor, Bankstown Oral History Project. Awards and Recognition include:Citizen of the Year, Bankstown City Council, 2013."
2010395,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr Peter Reginald COX,Peter Reginald,COX,California Gully,VIC,3556,Australia Day 2022 Honours List,G,,For service to the community through a range of organisations.,"Bendigo and Region Branch, National Trust of Australia (Victoria) President, current.Rotary Club of EaglehawkPresident, 2006-2007.Member, 10 years.Greater Bendigo City CouncilMayor, 2014-2015.Councillor, 2008-2016.Chair, Heritage Advisory Committee and other Council Committees.Eaglehawk Initiatives and RolesEstablished Eaglehawk Recycle Shop, 1993-2017, and Life Member, 2017.Founding President, Empowering Eaglehawk, 2006.Former Manager, Eaglehawk Enterprise Park and Workspace Australia Ltd, 1990 to 2009.Former Manager, Future Employment Opportunities Inc, Eaglehawk, 1989 to 2009. Community OtherFormer Secretary, Bendigo and District Environment Council.Former Convenor, Friends of the Forest, Bendigo.Founding Secretary, Community Recycling Network Australia, 2010-2014.Former Councillor, Hawthorn City Council, 1976 to 1980.Former Co-Editor, Hawthorn Community Forum.Former President, St Benedict's Tennis Club.Convenor, Stop Traffic Oppressing People.Former Member, Victorian Community Action Campaign on Road Safety.OtherEstablished TradeStart, 2005.Life Member, Future Employment Opportunities Inc, 2014.Former Secretary, Ellerslie Primary School Council.Former Secretary, Big Hill Primary School Council.Former Honorary Probation Officer.Former President, Burwood Young Christian Workers Movement (YCW).Former Secretary, Melbourne Young Christian Workers Movement (YCW).Awards and Recognition include:Eaglehawk Citizenship Award, 2007.Inspirational Social Entrepreneur Award, Social Ventures Australia, 2005."
2010396,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mrs Leonie FLEMING,Leonie,FLEMING,Ulladulla,NSW,2539,Australia Day 2022 Honours List,G,,"For service to aged welfare, and to education.","Ladies Auxiliary, RFBI Basin View Masonic VillageSecretary, current.Former President.Project Coordinator, aquaponic garden, 2011.Assistant Coordinator, Annual Garage Sale, 10 years.Founding Member, 2006. EducationPrincipal, Bellambi Public School, 1996-2001.Principal Education Officer, South Coast Region, 1994-1995.Senior Education Officer, Wollongong Education Cluster, 1989-1994.Assistant Principal, Mt Warrigal Public School, 1985-1988.Deputy Principal, Woonona Public School, 1981-1982.Deputy Mistress, Hayes Park Public School, 1978-1980.Deputy Mistress, Corrimal Public School, 1977.Teacher, Warrawong Public School, 1973-1976.Teacher, Unanderra Public School, 1996-1972."
2010397,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr Antony Alfred WHITE,Antony Alfred,WHITE,Scone,NSW,2337,Australia Day 2022 Honours List,G,,For service to the community of the Hunter Valley region.,"CommunityCo-VIP for the Upper Hunter Horse Festival, 2014.Member, Belltrees Cricket Club, current. Volunteer, Belltrees Parents and Citizens Association, current. Joint Patron.Member, Stewart Brook Rural Fire Brigade, current.Member, Scone Polo Club, since 1970s. Life Member.Life Member of Upper Hunter Cutting Horse Association.Life Member of The Gundy Bushmans Carnival.ProfessionalFarmer, 'Belltrees', Scone, Hunter Valley, current."
2010398,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Ms Janice WHYTE,Janice,WHYTE,,SA,,Australia Day 2022 Honours List,G,,For service to the community of Marree.,"Culture and HeritageFacilitator, Arabunna Aboriginal Cultural Centre and Heritage Museum, since 1995.Arabunna Cultural Tour Bus Driver, 20 years. Marree CommunityFormer Coordinator, Marree Aged Care Program.Former Editor and Producer, Marree Community Newsletter.Volunteer, Marree Progress Association, 12 years.Volunteer, Marree Community Arts Project.Supporter, South Australian Outback Communities Authority."
2010399,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr Vincent BRANIGAN,Vincent,BRANIGAN,Benalla,VIC,3672,Australia Day 2022 Honours List,G,,For service to the community of Benalla.,"Tomorrow TodayConnect9 Mentor, since circa 2015. Benalla FestivalMember, Organising Committee, since 2012. St Vincent de Paul Society, Benalla ConferencePresident, 4 years.Member, 2009-2016. Benalla Lawn Tennis and Croquet ClubPresident, 1996-2008.Secretary, 2010-2013.Life Member, 2009. EducationTeacher, Greater Shepparton Secondary College, 2020.Teacher, McGuire College Shepparton 2018 and 2019.Teacher, Euroa Secondary College, 2016-2017.Teacher, FCJ College, Benalla 2007 - 2015.Teacher, Benalla College, 1994-2008.Teacher, Benalla Technical School, 1993.Teacher, Echuca Technical School, 1980-1992.Teacher, Swan Hill Technical School, 1979. Awards and Recognition include:Citizen of the Year, Benalla Rural City, 2017.Teacher Who Matters, Victorian Institute of Teaching, 2011."
2010400,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr Ian Barry DIGBY,Ian Barry,DIGBY,Glenside,SA,5065,Australia Day 2022 Honours List,G,,"For service to the community, and to the motor industry.","Lions Club of GlensideVice-President, 2014-2016.Chair, Activities Committee, 2014-2016.Volunteer and Member, since 2014.Rotary Club of BurnsideBoard Member, 1984-1985.International Director, 1984-1985.Member, 1982-1988.Adelaide Motor Show, Automotive Exhibitors AssociationSecretary, current.Executive Director, 2000s.Founder, various automotive shows.MazdaState Manager, South Australia, 1985-1999.Assisted with development, Mazda Sports Club Awards.FordFormer Executive.Manager of Market Representation, 1970s.Financial Controller Parts Division, 1970's.Data Manager, 1970s.Employee, 1969-1981.Motor Industry Other Executive Director, Besnia P/L, since 2000.General Manager, Parts Division, United Motors Freeman. 1981-1984."
2010401,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr William Glenn HERBERT,William Glenn,HERBERT,North Beach,SA,5556,Australia Day 2022 Honours List,G,,For service to the community through a range of organisations.,"Australian Lions FoundationLifetime Ambassador, since 2018.Chairman, 2012-2017.Trustee, 2006-2017.Lions AustraliaChairman, District Convention, Lions Club of Clare District, 1998, 2011-2012.Chairman, District 201 C1 Convention, 2019.District Governor, District 201C1 (formerly District 201S2), 1995-1996.Former Member, National Convention Committee.Former District Chairman, Youth of the Year Competition.Bute and Districts Lions ClubLife Member, 2013.President, 2000 & 2012.Former 1st V.P., 2nd V.P., 3rd V.P.Charter Member, since 1975.Former Board Member.Bute CommunityFormer Captain, Bute Golf Club.Life Member and Former President, Bute Bowling Club.Former Volunteer, Bute Country Fire Service.Former Member, Bute Football Club.Owner/Director, Riteway Farming Australia.Owner/Director, Wallaroo Metal Fabricators.Former Councillor, District Council of Barunga West.Recipient Bute Citizen of the year, Australia Day Award. 2005.Awards and Recognition include:Hall of Fame Inductee, Australian Lions Foundation, 2019.William R. Tresise Fellow Award, Australian Lions Foundation.Ian Stockdale Humanitarian Award, Australian Lions Foundation.James D. Richardson Honour Award, Australian Lions Foundation.Melvin Jones Fellowship, Lions Australia.Yorke Regional Perpetual Service Award, 2012-2013.Regional Small Employer of the year, 2011."
2010402,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Ms Jillian Gwyneth WILLOUGHBY,Jillian Gwyneth,WILLOUGHBY,South Perth,WA,6151,Australia Day 2022 Honours List,G,,For service to the community through police organisations.,"Western Australian Police LegacyManager, since 2009.Former Board Member.Volunteer, since 1993.Police Families Assistance CouncilManager, since 2009.Former Board Member.Western Australian Police ForcePolice Officer, 1978-2014.Former Member, WA Police Families Committee.Awards and Recognition National Medal for Service with two clasps, 2015.National Police Service Medal, 2014.WA Police Force Medal with 35 year clasp."
2010403,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr Martin FISK,Martin,FISK,Bonython,ACT,2905,Australia Day 2022 Honours List,G,,For service to the community through social welfare organisations.,"MenslinkChief Executive Officer, since 2011. Social Welfare OtherFounding Director, Fearless Women Inc, 2020-present.Vice-Chair, ACT Council of Social Service, 2014-2020.Member, Gambling and Racing Commission's Advisory Committee, ACT Government, since 2019."
2010380,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mrs Kate COLE,Kate,COLE,Balmain,NSW,2041,Australia Day 2022 Honours List,G,,For service to workplace health and safety.,"Sydney MetroActing Deputy Executive Director, Health and Safety, since 2021.Director, Health, 2020-2021.Occupational Health and Hygiene Manager, 2016-2019. ProfessionalDirector, Health, Cole Health, since 2019.Manager, Occupational Health and Hygiene, Ventia Pty Ltd, 2015-2019.Associate Project Manager, CH2M Hill Constructors, 2004-2007.Resident Chemist, Leighton Contractors (Asia) Ltd, 2002-2004. ThiessManager, Occupational Health and Hygiene, 2013-2015.Technical Manager, 2007-2013.Senior Project Engineer, 2007-2009.Project Engineer, 2000-2002. Professional and Government AppointmentsMember, Infection Prevention and Control Panel, National COVID-19 Clinical Evidence Taskforce, since 2020.Member, National Clinical Taskforce, Australian Commission on Safety and Quality in Health Care, since 2020.Member, Prevention Mechanisms Sub-Group, Healthcare Worker Infection Prevention and Wellbeing Taskforce, Department of Health and Human Services, Victoria, 2020-2021.Committee Member, Silica Infrastructure Working Group, SafeWork NSW, since 2019.Member, Working Group 5 Health and Safety in Works, International Tunnelling and Underground Space Association (ITA-AITES), since 2017.Member, Scientific TB-Silica Committee, International Occupational Hygiene Association, since 2019.Chair, Air Quality Working Group, Australian Tunnelling Society, 2017-2018. Australian Institute of Occupational HygienistsPresident, since 2021.President-Elect, 2020.Councillor, 2014-2016.Member, Communications Committee, 2014-2016. OtherFellow, The Winston Churchill Memorial Trust (Australia), 2016. Awards and Recognition include:Game Changer Award, Sydney Metro, 2019.3M Australia Best Scientific Paper, Australian Institute of Occupational Hygienists, 2019.Safety Initiative of the Year Award, International Tunnelling Association, 2019.Most Significant Contribution to Workplace Health Award, SafeWork NSW, 2019.Australian Financial Review Top 100 Women of Influence, 2018.Superstar of STEM, Science and Technology Australia, 2018."
2010381,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Ms Meredith Louise FULLER,Meredith Louise,FULLER,Caulfield North,VIC,3161,Australia Day 2022 Honours List,G,,For service to community health as a psychologist.,"Australian Association for Psychological TypeInternational presenter at Type Conferences in person and on-line.Contributor to social issues films & articles including Domestic Violence, WFH, Gender Diversity Equity and Equality in relation to psychological type.Member, Conference Committee, since 1990.Presenter, since 1990.Meeting Host, since 1990.Workshop Facilitator, since 1990.Life Member, 2006.Contributor to psychological articles.Australian Psychological SocietySpokesperson, current. Radio, TV, print, online.Community Worker, since 1988.Provisional Psychologist Supervisor, 1988-2003.Member, since 1983.Royal Melbourne Institute of Technology UniversityExaminer for Masters Theses, 2000.Sessional Post-Graduate and Masters Lecturer, 1986-2005.OtherHead of Careers Counselling, Rusden Teachers College (now Deakin University), 1979-1989.Organisational and Counselling Psychologist, Meredith Fuller and Brian Walsh P L, since 1998.Member, Activities Committee, Australian Human Resources Institute, 1989-1999.Member, Fellowship of Australian Writers, since 1990.Contributor to social issues films & articles including Domestic Violence, WFH, Gender Diversity Equity and Equality.Author, over thirty books and scholarly articles. Creative Writer and Filmmaker, Kailash Studios Psychological Films, 15 years.Playwright, Conjugated stalking, International Stud, The Wisdom of Eve, and Sweet Phoebe."
2010382,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Dr Milton LEWIS,Milton,LEWIS,,ACT,,Australia Day 2022 Honours List,G,,For service to community health.,"HealthFormerly Honorary Senior Research Fellow, Menzies Centre for Health Policy, University of Sydney, Contributor, education, Australia and New Guinea, c1960-1980.Contributor, Development of Commonwealth Parliament's Legislative Research Service, 1964-1965.Recorded the story of the Australian National University, 1965-1966, 1969-1970, the Indigenisation of the New Guinea teaching profession, 1968, and the relationship, sex education and counselling in the ACT, 1975-1980.Interviewed for the National Oral History Archive, National Library of Australia, 2013 for his 'outstanding and pioneering career as an historian of medicine and public health'. Publications include:Harry Minas and Milton Lewis, Mental Health in Asia and the Pacific: Historical and Cultural Perspectives, 2017.Milton Lewis and Kerrie Macpherson, Health Transitions and the Double Disease Burden in Asia and the Pacific: Histories of Responses to Noncommunicable and Communicable Diseases, 2013.Milton Lewis and Kerrie Macpherson, Public Health in Asia and the Pacific: Historical and Comparative Perspectives, 2008. Milton Lewis, The People's Health: Public Health in Australia 1788-1950, 2003.Milton Lewis, The People's Health: Public Health in Australia 1950 to the Present, 2003.Milton Lewis, Medicine and Care of the Dying. A Modern History, 2007.Milton Lewis, Scott Bamber and Michael Waugh, Sex, Disease and Society: A Comparative History of Sexually Transmitted Diseases and HIV/AIDS in Asia and the Pacific, 1997.Milton Lewis, A Rum State. Alcohol and State Policy In Australia, 1788-1988, 1992.Milton Lewis, Managing Madness: Psychiatry and Society In Australia, 1788-1980, 1988.Edited Health and Disease in Australia. A History by JHL Cumpston, 1989.Edited Disease, Medicine and Empire: Perspectives on Western Medicine and the Experience of European Expansion (with Roy MacLeod), 1988."
2010383,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mrs Lesley MURPHY,Lesley,MURPHY,Beaconsfield,WA,6162,Australia Day 2022 Honours List,G,,For service to community health.,"Muscular Dystrophy Western Australia Board Member, 2006-2011.Community Services Coordinator, 2009-2012.Life Member, 2014. Duchenne Muscular DystrophyAdvocate/Fundraiser, 22 years. Advocate, Duchenne Disease Register, Department of Health, Western Australia. Rare DiseasesCo-Founder and Founding Secretary, Rare Voices Australia, 2011-2016.Former Member, National Rare Diseases Working Group; Neuromuscular Diseases Advisory Group.Former Board Member, Muscular Dystrophy Australia.Member, Organising Committee, Australian Rare Diseases Symposium, 2010-2011. Health and DisabilityFormer Secretary and Member, Western Electric Sporting Association, 2000. Member, Human Genetics Advisory Committee, National Health and Medical Research Council, 2012.Supporter, Every Australian Counts Campaign. OtherVolunteer Ambulance Driver, St John Ambulance, Denmark WA, since 2019.Primary School Teacher, 1993-2005.President and Committee Member, P&C Committee, Willagee Primary School, 1990-1993.Founding Committee Member and President, Defence Childcare Centre, Swanbourne WA, 1978-1988.Registered Nurse and Midwife, 1977-1986."
2010384,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mrs Vicki May PURNELL,Vicki May,PURNELL,Devonport,TAS,7310,Australia Day 2022 Honours List,G,,For service to the community.,"Bridie's Blossoms and BlessingsFounder, since 2013.Provider, care packages for a range of organisations.Advocate, policy change for payments regarding children who were stillborn or who died before the age of 12 months, 2018. Awards and Recognition include:Tasmanian Local Hero, 2019."
2010385,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Ms Margaret Ruth THORSBORNE,Margaret Ruth,THORSBORNE,Buderim,QLD,4556,Australia Day 2022 Honours List,G,,For service to education.,"Restorative Practice InternationalChair, current.Chair, Queensland Chapter, current.Founding Director, since 2007. Transformative Justice Australia (Queensland)Managing Director, current. Margaret Thorsborne and AssociatesDirector, since 1998.Director, United Kingdom branch, since 2011.PublicationsCo-Author, Getting More out of Restorative Practice in Schools, Thorsborne, Riestenberg and McCluskey, 2018.Co-Author, Restorative Practice and Special Needs, Thorsborne and Burnett, 2015.Co-Author, Implementing Restorative Approaches in Schools, Thorsborne and Blood, 2013."
2010386,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mrs Rebecca HOOKE,Rebecca,HOOKE,Gosford,NSW,2250,Australia Day 2022 Honours List,G,,For service to community health.,"Lifeline Harbour to HawkesburyTelephone Crisis Supporter, since 2010.In-Shift Supervisor, since 2012.Member, Community Aid Volunteer Team, since 2017. Community OtherVolunteer, Rough Threads, since 2006.Former Volunteer, Mental Health Intervention Team, NSW Police. MedibankClinical Lead, Medibank Health Solutions, since 2019.Senior Clinician, since 2017.Counsellor, since 2016. Professional OtherSenior Rehabilitation Consultant and Counsellor, Procare, 2014-2016.Rehabilitation Consultant and Counsellor, 2012-2014.Senior Case Manager, Gallagher Bassett, 2010-2012.Associate Member, Australian Society of Occupational Rehabilitation Counsellors, since 2012."
2010373,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Colonel Ian Francis AHEARN (Retd),Ian Francis,AHEARN,Kambah,ACT,2902,Australia Day 2022 Honours List,G,,For service to veterans.,"Royal Australian Artillery AssociationColonel Commandant, Eastern Region, 2010-2019.President, Royal Australian Artillery Association - ACT, 1991-1995.Member, 1998-2019.Royal Australian Artillery Historical CompanyChair, since circa 2019.Vice Chair, 2010-2018.Project Manager, The 18 Pounder Project, 2012-2019.Editor RAAHC Enewsletter AirburstReturned and Services League of AustraliaNational Committee Member, Australian Defence Force Conditions, 2003-2010.Member, Woden Valley Sub Branch.Federal Golf ClubPresident, 2005-2006.Member, 24 years.OtherVice-Chair, Australian Industry and Defence Network, 1998-2000.Contributor, Battle of Coral/ Balmoral display, Australian War Memorial.Guest Lecturer, Royal Military College, current.Australian Army, 1963-1998."
2010374,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr Mark WAINWRIGHT,Mark,WAINWRIGHT,Edgewater,WA,6027,Australia Day 2022 Honours List,G,,For service to veterans.,"Western Australia Branch, Defence Force Welfare AssociationCommittee Member, since 2010.Pension and Welfare Officer, since 2000."
